what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629563464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629564427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629568822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629570203
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1745629570586
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1745629572215
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1745629574501
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1745629632706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1745629644159
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1745629647894
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1745629649994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1745629653138
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1745629654453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629657100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629659282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629664920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629666266
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1745629666621
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1745629668217
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1745629670558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629869119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745629875139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630066662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630332641
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1745630333338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1745630334636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630335683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630336298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630336462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630337853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630362644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630378836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1745630400070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630467007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630467167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630487313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1745630491432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1745630496959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1745630500098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1745630502437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1745630520729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1745630521043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1745630525001
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1745630526050
